code,company,date,text
SLB,Schlumberger NV,2015-07-30,Consumer spending bolsters U.S. second-quarter growth
SLB,Schlumberger NV,2015-07-27,U.S. business capex gauge rebound offers hope for factories
SLB,Schlumberger NV,2015-07-20,Halliburton secures $500 million to fund drilling in old wells
SLB,Schlumberger NV,2015-07-16,U.S. pre-market top movers of the day   
SLB,Schlumberger NV,2015-07-16,5 things to watch this morning
SLB,Schlumberger NV,2015-07-02,Mixed U.S. jobs report dampens September rate hike bets 
SLB,Schlumberger NV,2015-06-23,U.S. manufacturing may be stabilizing; housing gains steam
SLB,Schlumberger NV,2015-06-23,U.S. durable goods orders data suggest manufacturing stabilizing
SLB,Schlumberger NV,2015-10-19,Halliburton quarterly revenue hit by weakness in North America 
SLB,Schlumberger NV,2015-10-16,U.S. consumer sentiment rebounds; industrial output weak
SLB,Schlumberger NV,2015-10-15,Top 5 Things to Know This Morning
SLB,Schlumberger NV,2015-09-28,Wall Street drops as anxious investors eye China
SLB,Schlumberger NV,2015-09-04,U.S. labor market shows some muscle despite slower job growth
SLB,Schlumberger NV,2015-08-27,U.S. second-quarter GDP growth revised sharply higher to 3.7 percent
SLB,Schlumberger NV,2015-08-27,Oil services firms beat expectations  tough times loom
SLB,Schlumberger NV,2015-08-26,Schlumberger to buy oilfield gear maker Cameron in $14.8 billion deal
SLB,Schlumberger NV,2015-08-26,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 3.95%
SLB,Schlumberger NV,2015-08-26,Strong capital spending plans boost growth outlook
SLB,Schlumberger NV,2015-12-09,Baker Hughes deal likely to close in 2016: Halliburton executive
SLB,Schlumberger NV,2015-12-04,Sturdy U.S. employment report a green light for December rate hike
SLB,Schlumberger NV,2015-12-01,Schlumberger to cut more jobs as drilling downturn bites 
SLB,Schlumberger NV,2015-11-25,U.S. consumer spending slowing  but business investment poised to rise
SLB,Schlumberger NV,2015-11-06,Robust U.S. jobs report bolsters case for December rate hike
SLB,Schlumberger NV,2015-11-03,U.S. factory orders fall  inventory liquidation under way
SLB,Schlumberger NV,2015-11-02,U.S. manufacturing slows; construction spending at 7-1/2-year high
SLB,Schlumberger NV,2015-10-27,Weak U.S. business spending plans point to slower economic growth
SLB,Schlumberger NV,2015-10-26,With global outlook weak  many U.S. companies tighten belts
SLB,Schlumberger NV,2015-10-19,Halliburton revenue misses on weak drilling in North America
SLB,Schlumberger NV,2016-02-05,U.S. labor market firm as jobless rate hits eight-year low
SLB,Schlumberger NV,2016-02-05,U.S. job growth slows  unemployment rate at eight-year low
SLB,Schlumberger NV,2016-01-29,U.S. economy likely hit a speed bump in fourth quarter
SLB,Schlumberger NV,2016-01-28,Manufacturing weakening as job market firms
SLB,Schlumberger NV,2016-01-22,Wall Street rally stamps exclamation point on volatile week
SLB,Schlumberger NV,2016-01-21,U.S. stocks bounce amid oil rally  increased prospects for ECB stimulus 
SLB,Schlumberger NV,2016-01-08,U.S. payrolls surge in December in boost to economic outlook
SLB,Schlumberger NV,2015-12-23,U.S. manufacturing struggles; rising income brightens outlook
SLB,Schlumberger NV,2015-12-23,U.S. core capital goods orders fall in November
SLB,Schlumberger NV,2015-12-15,U.S. regulators seek more concessions to OK Halliburton-Baker Hughes deal
SLB,Schlumberger NV,2016-04-06,U.S. sues to block Halliburton-Baker Hughes deal  says anti-competitive
SLB,Schlumberger NV,2016-04-01,U.S. job market flexes muscle; Fed still seen on hold  
SLB,Schlumberger NV,2016-03-25,Consumers prop up U.S. economy  but profits under pressure
SLB,Schlumberger NV,2016-03-24,U.S. manufacturing still weak; labor market flexes muscle
SLB,Schlumberger NV,2016-03-24,U.S. durable goods orders fall as dollar strength lingers
SLB,Schlumberger NV,2016-03-14,Wall St. ends flat as Fed meeting looms
SLB,Schlumberger NV,2016-02-29,Insight: In slump  oil firms turn to labs  data centers for help
SLB,Schlumberger NV,2016-02-26,U.S. fourth-quarter GDP growth revised higher on strong inventory investment
SLB,Schlumberger NV,2016-02-25,Halliburton to slash 5 000 more jobs amid oil slump
SLB,Schlumberger NV,2016-02-14,BAE Systems lines up oil exec Woodburn as next CEO: source
SLB,Schlumberger NV,2016-05-03,Halliburton aims to boost weak businesses after failed Baker Hughes deal
SLB,Schlumberger NV,2016-05-03,Exclusive: Venezuela's PDVSA quietly issues new debt to pay off suppliers
SLB,Schlumberger NV,2016-05-02,Baker Hughes tries to reassure investors as Halliburton deal fails
SLB,Schlumberger NV,2016-05-01,Halliburton and Baker Hughes scrap $28 billion merger
SLB,Schlumberger NV,2016-04-29,OPEC oil output near record high in April as Iran  Iraq growth offsets outages: Reuters survey
SLB,Schlumberger NV,2016-04-28,U.S. economy stalls in first quarter as activity weakens broadly
SLB,Schlumberger NV,2016-04-26,Weak U.S. factory  consumer confidence data cloud growth outlook
SLB,Schlumberger NV,2016-04-20,EU regulators set to warn Halliburton on Baker Hughes deal: sources
SLB,Schlumberger NV,2016-04-15,U.S. industrial output falls  signals weak first-quarter GDP growth
SLB,Schlumberger NV,2016-04-12,EU regulators resume scrutiny of Halliburton  Baker Hughes deal
SLB,Schlumberger NV,2016-10-31,GE nears about $30 billion deal with Baker Hughes: WSJ
