Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,108.739998,110.989998,108.730003,110.370003,83.808571,11518700
2012-01-04,109.830002,110.370003,109.199997,110.180000,83.664291,8019100
2012-01-05,109.389999,109.540001,107.970001,109.099998,82.844208,7184900
2012-01-06,109.410004,109.610001,108.089996,108.309998,82.244324,8214900
2012-01-09,108.239998,109.669998,108.029999,109.489998,83.140343,7118800
2012-01-10,110.120003,110.660004,108.900002,109.059998,82.813828,7641800
2012-01-11,108.510002,108.650002,107.129997,107.769997,81.834274,7802500
2012-01-12,104.519997,106.040001,104.519997,104.970001,79.708122,11897200
2012-01-13,104.620003,106.150002,103.510002,106.089996,80.558563,8266900
2012-01-17,107.269997,107.980003,106.029999,106.720001,81.036964,6925300
2012-01-18,106.000000,106.940002,105.199997,106.830002,81.120499,6581400
2012-01-19,107.209999,107.500000,105.820000,106.930000,81.196411,5666100
2012-01-20,106.949997,107.199997,106.250000,106.889999,81.166039,7284600
2012-01-23,106.989998,107.500000,106.559998,107.010002,81.257172,6506700
2012-01-24,106.449997,107.089996,106.180000,106.720001,81.036964,5041400
2012-01-25,106.370003,108.000000,105.089996,107.730003,81.803909,8020700
2012-01-26,108.029999,108.570000,106.349998,106.589996,80.938255,7000400
2012-01-27,104.389999,104.669998,103.120003,103.959999,78.941200,10581500
2012-01-30,103.400002,103.500000,102.080002,103.410004,78.523560,7615700
2012-01-31,104.610001,104.779999,102.400002,103.120003,78.303352,8320100
2012-02-01,104.419998,104.419998,102.680000,102.790001,78.052750,7824500
2012-02-02,103.029999,103.959999,102.879997,103.690002,78.736168,5897200
2012-02-03,104.910004,105.599998,104.480003,105.500000,80.110573,6818600
2012-02-06,104.620003,106.760002,104.370003,106.669998,80.999016,6443600
2012-02-07,106.019997,107.059998,105.440002,106.830002,81.120499,6034700
2012-02-08,107.269997,107.500000,106.089996,106.760002,81.067337,5383700
2012-02-09,107.180000,107.410004,106.070000,106.370003,80.771202,4751400
2012-02-10,105.190002,105.519997,104.580002,105.279999,79.943520,6136800
2012-02-13,106.160004,106.529999,105.449997,106.379997,80.778793,4695500
2012-02-14,106.250000,106.529999,105.570000,106.489998,80.862320,5974800
2012-02-15,106.239998,106.239998,104.589996,105.000000,80.342010,6553800
2012-02-16,105.519997,106.570000,104.800003,106.519997,81.505051,5733900
2012-02-17,107.019997,107.239998,106.040001,106.660004,81.612167,5666500
2012-02-21,107.510002,108.500000,107.440002,108.410004,82.951225,7149000
2012-02-22,108.160004,108.559998,107.199997,107.500000,82.254929,7150000
2012-02-23,107.540001,108.500000,107.320000,108.349998,82.905327,5504800
2012-02-24,108.800003,109.400002,108.500000,109.080002,83.463867,5833300
2012-02-27,108.290001,110.220001,108.279999,109.629997,83.884697,7723400
2012-02-28,109.680000,110.400002,109.180000,109.610001,83.869415,9132500
2012-02-29,110.400002,110.919998,108.919998,109.120003,83.494499,10572800
2012-03-01,109.169998,110.139999,109.099998,109.760002,83.984177,5980100
2012-03-02,109.500000,109.870003,109.000000,109.610001,83.869415,5377100
2012-03-05,109.139999,109.449997,108.139999,109.320000,83.647514,5941500
2012-03-06,108.139999,109.029999,108.000000,108.849998,83.287888,7480800
2012-03-07,109.000000,109.949997,108.190002,109.459999,83.754623,6867900
2012-03-08,109.800003,110.570000,109.559998,110.029999,84.190788,5505400
2012-03-09,109.889999,110.410004,109.370003,109.570000,83.838799,5704200
2012-03-12,109.650002,110.000000,109.160004,110.000000,84.167816,5324700
2012-03-13,110.220001,111.309998,109.430000,111.190002,85.078354,7331000
2012-03-14,111.050003,112.279999,110.540001,110.690002,84.695786,8819400
2012-03-15,110.510002,110.930000,109.459999,110.029999,84.190788,8899400
2012-03-16,110.430000,110.830002,110.099998,110.279999,84.382057,11092500
2012-03-19,110.519997,111.059998,110.300003,110.699997,84.703445,5695000
2012-03-20,109.930000,109.930000,108.930000,109.080002,83.463867,6158300
2012-03-21,108.949997,109.019997,107.349998,107.910004,82.568634,7549900
2012-03-22,106.849998,106.989998,105.029999,105.349998,80.609810,8282100
2012-03-23,105.680000,106.900002,104.849998,106.360001,81.382622,6600300
2012-03-26,107.230003,107.970001,106.830002,107.839996,82.515060,5311100
2012-03-27,107.879997,108.000000,107.010002,107.040001,81.902924,4327700
2012-03-28,106.570000,106.959999,105.199997,105.889999,81.023003,6816400
2012-03-29,105.080002,107.019997,104.919998,106.849998,81.757576,5793900
2012-03-30,107.040001,107.250000,106.410004,107.209999,82.033028,6121000
2012-04-02,106.849998,108.790001,106.599998,108.300003,82.867043,5188400
2012-04-03,107.930000,108.230003,106.230003,107.139999,81.979454,4690300
2012-04-04,106.250000,106.260002,105.029999,105.599998,80.801102,5430600
2012-04-05,105.169998,105.900002,104.330002,104.750000,80.150726,5982700
2012-04-09,103.300003,104.080002,102.849998,103.489998,79.186615,4983400
2012-04-10,103.250000,103.379997,101.400002,101.449997,77.625679,8907500
2012-04-11,102.309998,102.449997,100.779999,100.949997,77.243088,8570100
2012-04-12,100.889999,102.860001,100.510002,102.589996,78.497963,6451900
2012-04-13,102.290001,102.360001,100.720001,100.779999,77.113029,6847100
2012-04-16,101.620003,102.239998,101.169998,101.510002,77.671593,6065100
2012-04-17,102.459999,104.089996,102.339996,103.620003,79.286087,5500900
2012-04-18,103.419998,103.970001,102.849998,103.389999,79.110100,4836200
2012-04-19,103.269997,103.639999,102.180000,102.510002,78.436737,6768400
2012-04-20,103.110001,103.839996,102.419998,102.519997,78.444389,5814700
2012-04-23,101.190002,102.720001,100.889999,102.440002,78.383194,5590600
2012-04-24,102.769997,103.169998,102.139999,103.029999,78.834648,4104400
2012-04-25,103.559998,103.889999,102.620003,103.849998,79.462074,5308500
2012-04-26,104.000000,106.699997,103.989998,106.220001,81.275505,8535300
2012-04-27,106.779999,106.800003,105.669998,106.199997,81.260185,5433500
2012-04-30,106.160004,106.610001,105.809998,106.559998,81.535660,4727100
2012-05-01,106.739998,108.790001,106.389999,108.269997,82.844086,6179900
2012-05-02,107.510002,107.650002,106.589996,107.029999,81.895287,4834400
2012-05-03,107.040001,107.059998,105.410004,105.989998,81.099518,4882800
2012-05-04,105.269997,105.489998,103.250000,103.720001,79.362587,6241300
2012-05-07,103.080002,103.820000,102.589996,103.309998,79.048882,6126900
2012-05-08,102.750000,103.209999,101.550003,102.839996,78.689255,8167200
2012-05-09,101.610001,102.500000,101.370003,101.779999,77.878197,6115600
2012-05-10,102.830002,104.239998,102.650002,103.360001,79.087135,21105400
2012-05-11,102.949997,103.949997,102.470001,102.690002,78.574486,4944700
2012-05-14,101.739998,102.300003,101.269997,101.940002,78.000603,7021400
2012-05-15,102.040001,102.660004,100.709999,100.900002,77.204857,8421000
2012-05-16,100.769997,101.779999,100.010002,100.099998,77.282043,6423800
2012-05-17,100.199997,101.410004,99.889999,100.139999,77.312943,6527500
2012-05-18,100.480003,100.750000,98.239998,98.459999,76.015900,11137700
2012-05-21,98.809998,99.739998,98.349998,99.690002,76.965500,6169400
2012-05-22,99.930000,100.680000,98.730003,99.320000,76.679848,6089700
2012-05-23,98.330002,99.000000,96.699997,99.000000,76.432785,8013000
2012-05-24,99.260002,100.120003,98.550003,100.059998,77.251167,6322300
2012-05-25,100.040001,100.239998,98.419998,98.860001,76.324707,5561500
2012-05-29,99.809998,100.849998,99.500000,100.239998,77.390121,5223200
2012-05-30,99.110001,99.110001,97.500000,97.629997,75.375069,7284800
2012-05-31,98.059998,99.160004,96.680000,98.309998,75.900063,9371100
2012-06-01,96.650002,97.290001,96.019997,96.410004,74.433182,9243000
2012-06-04,96.480003,97.139999,95.730003,96.580002,74.564438,6794500
2012-06-05,96.389999,96.870003,95.779999,96.489998,74.494980,5891600
2012-06-06,97.889999,99.800003,97.580002,99.800003,77.050453,7145800
2012-06-07,100.980003,102.000000,100.180000,100.389999,77.505936,7971600
2012-06-08,99.889999,101.000000,99.690002,100.839996,77.853363,5769900
2012-06-11,101.989998,102.330002,99.570000,99.910004,77.135368,7037100
2012-06-12,100.199997,100.900002,99.559998,100.739998,77.776154,5933400
2012-06-13,100.680000,101.400002,99.709999,100.129997,77.305206,5189900
2012-06-14,100.169998,102.169998,99.900002,101.919998,78.687164,6540000
2012-06-15,103.000000,104.500000,102.639999,104.330002,80.547821,11091100
2012-06-18,103.139999,103.970001,103.000000,103.459999,79.876129,6630300
2012-06-19,103.989998,104.650002,103.769997,104.059998,80.339355,6115500
2012-06-20,104.040001,104.550003,102.589996,103.629997,80.007355,7609200
2012-06-21,103.459999,103.750000,99.870003,100.019997,77.220276,8492000
2012-06-22,100.650002,101.120003,99.580002,100.440002,77.544548,11708600
2012-06-25,99.339996,99.559998,98.169998,99.080002,76.494568,7091000
2012-06-26,98.970001,101.290001,98.830002,100.949997,77.938286,7616000
2012-06-27,101.459999,102.900002,101.250000,102.570000,79.189026,5740300
2012-06-28,101.849998,103.650002,101.430000,103.459999,79.876129,7010200
2012-06-29,105.320000,105.510002,104.349998,105.500000,81.451103,10651500
2012-07-02,105.589996,106.089996,104.690002,105.860001,81.729042,5695600
2012-07-03,106.290001,107.419998,106.220001,107.370003,82.894852,4079900
2012-07-05,106.269997,107.050003,105.730003,106.029999,81.860306,5045600
2012-07-06,104.989998,105.349998,104.389999,105.070000,81.119133,4609000
2012-07-09,104.970001,105.040001,103.550003,104.459999,80.648170,5233300
2012-07-10,104.870003,105.389999,103.290001,103.879997,80.200394,6424200
2012-07-11,104.309998,105.629997,104.019997,104.849998,80.949272,5931000
2012-07-12,104.309998,106.080002,104.269997,105.029999,81.088257,7871500
2012-07-13,105.339996,106.190002,104.870003,106.010002,81.844849,6771800
2012-07-16,105.709999,107.250000,105.500000,106.779999,82.439308,5185100
2012-07-17,106.989998,107.500000,105.580002,107.430000,82.941154,6668200
2012-07-18,106.790001,107.980003,106.660004,107.879997,83.288597,5519300
2012-07-19,107.919998,108.980003,107.120003,108.839996,84.029747,6829400
2012-07-20,108.160004,109.250000,107.500000,109.190002,84.299988,9368100
2012-07-23,107.250000,108.279999,106.029999,107.949997,83.342621,5953200
2012-07-24,108.160004,108.160004,104.610001,106.300003,82.068756,6654900
2012-07-25,106.519997,106.769997,105.279999,106.059998,81.883446,5476400
2012-07-26,107.589996,108.629997,107.260002,108.269997,83.589684,6808200
2012-07-27,109.379997,109.500000,107.129997,109.260002,84.354012,8338800
2012-07-30,108.870003,109.930000,108.760002,109.820000,84.786354,5789900
2012-07-31,109.550003,110.820000,109.529999,109.580002,84.601067,10012500
2012-08-01,109.720001,111.230003,109.139999,110.500000,85.311363,8363800
2012-08-02,109.459999,109.930000,108.470001,109.250000,84.346291,6662200
2012-08-03,111.139999,111.879997,110.900002,111.120003,85.790016,5967600
2012-08-06,110.750000,112.099998,110.699997,111.309998,85.936707,5201900
2012-08-07,111.599998,112.389999,111.510002,111.949997,86.430824,5453300
2012-08-08,111.500000,112.639999,111.360001,112.139999,86.577507,5443400
2012-08-09,112.260002,113.279999,111.730003,112.629997,86.955818,4846700
2012-08-10,111.959999,113.639999,111.279999,113.550003,87.666107,5107600
2012-08-13,113.320000,113.589996,112.709999,113.279999,87.457642,4336100
2012-08-14,113.699997,113.870003,112.959999,113.320000,87.488533,6286100
2012-08-15,112.129997,113.000000,112.000000,112.570000,87.605263,4539900
2012-08-16,112.720001,113.589996,112.099998,113.320000,88.188919,5394600
2012-08-17,113.309998,113.570000,112.510002,112.660004,87.675308,5642600
2012-08-20,112.690002,112.889999,112.139999,112.519997,87.566360,3908100
2012-08-21,112.809998,113.449997,111.779999,111.980003,87.146111,4647100
2012-08-22,111.900002,112.349998,111.279999,112.150002,87.278412,4445400
2012-08-23,112.080002,112.169998,110.949997,111.290001,86.609131,4191500
2012-08-24,110.769997,112.199997,110.760002,112.010002,87.169464,3453300
2012-08-27,112.180000,112.389999,111.459999,111.730003,86.951546,3388800
2012-08-28,111.839996,112.809998,111.769997,112.349998,87.434067,3340900
2012-08-29,112.330002,112.440002,111.599998,111.800003,87.006027,3296300
2012-08-30,111.489998,111.690002,110.919998,110.930000,86.328972,3523200
2012-08-31,111.669998,112.949997,111.669998,112.160004,87.286179,5557000
2012-09-04,112.029999,112.269997,110.879997,111.220001,86.554657,4632400
2012-09-05,111.599998,111.730003,110.589996,110.769997,86.204437,4441200
2012-09-06,111.570000,113.440002,111.570000,113.029999,87.963249,5531500
2012-09-07,112.970001,114.000000,112.739998,114.000000,88.718117,5057300
2012-09-10,114.199997,114.540001,113.599998,113.959999,88.686996,5212400
2012-09-11,114.070000,114.750000,114.000000,114.180000,88.858208,4758800
2012-09-12,114.230003,114.739998,114.029999,114.480003,89.091675,4420700
2012-09-13,114.730003,116.970001,114.120003,116.559998,90.710388,7737700
2012-09-14,116.930000,118.220001,116.480003,117.250000,91.247368,8978300
2012-09-17,117.169998,118.500000,116.889999,117.139999,91.161781,7409700
2012-09-18,116.989998,117.650002,116.589996,116.970001,91.029472,5100100
2012-09-19,117.089996,117.180000,115.830002,116.599998,90.741501,5978000
2012-09-20,116.139999,118.169998,115.500000,117.849998,91.714302,7286200
2012-09-21,118.529999,118.529999,117.470001,117.800003,91.675400,10280700
2012-09-24,117.550003,118.489998,117.459999,117.779999,91.659836,6808800
2012-09-25,118.180000,118.500000,116.529999,116.930000,90.998360,7565400
2012-09-26,116.820000,117.000000,116.150002,116.300003,90.508057,5586700
2012-09-27,116.779999,117.400002,116.519997,117.199997,91.208458,5482200
2012-09-28,116.879997,116.889999,116.150002,116.559998,90.710388,5626800
2012-10-01,116.919998,118.250000,116.870003,117.250000,91.247368,4914900
2012-10-02,117.650002,118.080002,116.919998,117.959999,91.799927,6012400
2012-10-03,117.650002,117.739998,116.050003,116.139999,90.383530,7362500
2012-10-04,116.639999,117.470001,116.470001,117.150002,91.169533,5425700
2012-10-05,117.419998,118.250000,117.120003,117.500000,91.441917,4507900
2012-10-08,117.190002,117.870003,116.949997,117.620003,91.535324,3434900
2012-10-09,117.519997,118.379997,117.349998,117.360001,91.332977,5983500
2012-10-10,114.639999,115.050003,112.010002,112.449997,87.511864,15959000
2012-10-11,113.370003,114.220001,113.059998,113.059998,87.986588,7279900
2012-10-12,113.080002,113.290001,111.610001,112.070000,87.216141,5915800
2012-10-15,112.160004,113.040001,111.099998,112.820000,87.799828,5775100
2012-10-16,113.480003,114.410004,113.320000,114.089996,88.788155,4793300
2012-10-17,114.360001,115.360001,114.360001,115.180000,89.636436,5218200
2012-10-18,114.550003,115.029999,114.370003,114.650002,89.223999,6166900
2012-10-19,114.900002,114.989998,113.110001,113.379997,88.235626,7160000
2012-10-22,113.610001,113.699997,111.730003,112.739998,87.737556,4811900
2012-10-23,111.580002,111.580002,109.099998,109.379997,85.122696,8011000
2012-10-24,109.419998,110.489998,109.029999,109.709999,85.379532,5087900
2012-10-25,110.629997,110.970001,109.650002,110.959999,86.352303,4888600
2012-10-26,110.669998,111.690002,110.580002,111.180000,86.523521,4777600
2012-10-31,111.930000,111.940002,109.250000,110.239998,85.791985,5958500
2012-11-01,110.019997,111.690002,109.889999,111.459999,86.741440,6480500
2012-11-02,110.699997,111.209999,107.570000,108.370003,84.336693,8375300
2012-11-05,107.739998,109.339996,107.739998,109.190002,84.974846,4058300
2012-11-06,109.650002,110.690002,109.250000,110.360001,85.885376,5379400
