company,date,time
Apple Inc (AAPL),2016-04-14,Apple  FBI to clash again in Congress over encryption
Apple Inc (AAPL),2016-04-14,Apple to donate a portion of App Sales to support the environment
Apple Inc (AAPL),2016-04-14,Fingerprint firms unlocking new markets beyond smartphones
Apple Inc (AAPL),2016-04-13,Apple iPhone unlocking maneuver likely to remain secret 
Apple Inc (AAPL),2016-04-13,Senate panel releases draft of controversial encryption bill
Apple Inc (AAPL),2016-04-13,Long-stalled email privacy bill advances in Congress
Apple Inc (AAPL),2016-04-13,GoPro names Apple designer as VP of design
Apple Inc (AAPL),2016-04-12,Pitch perfect: mobile makers  telcos drawn to hi-res audio
Apple Inc (AAPL),2016-04-11,Antitrust head Baer to serve as No. 3 at Justice Department
Apple Inc (AAPL),2016-04-08,Leak of Senate encryption bill prompts swift backlash
Apple Inc (AAPL),2016-04-21,Google's parent Alphabet results hit by rising traffic costs  strong dollar  
Apple Inc (AAPL),2016-04-21,Australia PM launches cybersecurity campaign
Apple Inc (AAPL),2016-04-20,Qualcomm profit forecast misses estimates as chip shipments drop
Apple Inc (AAPL),2016-04-20,U.S. court rejected claim FBI use of spy data is unconstitutional
Apple Inc (AAPL),2016-04-20,Apple postpones reporting results by a day
Apple Inc (AAPL),2016-04-20,Banks pile into equities trading as salve for bond wounds
Apple Inc (AAPL),2016-04-20,EU hits Google with second antitrust charge
Apple Inc (AAPL),2016-04-20,Apple refused China request for source code in last two years: lawyer
Apple Inc (AAPL),2016-04-19,Japan's exports fall as yen rises  quake disruption looms
Apple Inc (AAPL),2016-04-19,Apple updates MacBook with faster processors
Apple Inc (AAPL),2016-04-08,U.S. to continue appeal of iPhone data case in N.Y
Apple Inc (AAPL),2016-04-07,FBI director says unlocking method won't work on newer iPhones
Apple Inc (AAPL),2016-04-07,Samsung Electronics set for first-quarter profit jump  but some call an earnings peak
Apple Inc (AAPL),2016-04-06,Exclusive: White House declines to support encryption legislation - sources
Apple Inc (AAPL),2016-04-05,Mississippi enacts law that allows denying services to gays
Apple Inc (AAPL),2016-04-05,As Apple plots India push  Samsung stakes turf with revamped phones
Apple Inc (AAPL),2016-04-05,PayPal pulls North Carolina plan after transgender bathroom law
Apple Inc (AAPL),2016-04-04,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.31%
Apple Inc (AAPL),2016-04-04,Senate expected to pass trade secrets bill
Apple Inc (AAPL),2016-04-02,FBI trick for breaking into iPhone likely to leak  limiting its use
Apple Inc (AAPL),2016-04-16,Second deadly quake hits Japan  'race against time' to find survivors
Apple Inc (AAPL),2016-04-16,Japan quakes disrupt Sony production of image sensors used in Apple iPhones
Apple Inc (AAPL),2016-04-15,Apple opposes U.S. appeal over iPhone in New York drug case
Apple Inc (AAPL),2016-04-15,Oil down ahead of producer meeting; dollar slips
Apple Inc (AAPL),2016-04-15,Apple  energy shares weigh on Wall Street  but week shows gains
Apple Inc (AAPL),2016-04-15,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.16%
Apple Inc (AAPL),2016-04-15,Apple extends iPhone production cut for another quarter: Nikkei
Apple Inc (AAPL),2016-04-15,EU wants more transparency in web search results
Apple Inc (AAPL),2016-04-15,U.S. agency advises Windows PC users remove Apple's QuickTime over bugs
Apple Inc (AAPL),2016-04-14,Microsoft sues U.S. government over data requests
Apple Inc (AAPL),2016-03-31,Now coming to your value fund: those sexy growth stocks
Apple Inc (AAPL),2016-03-31,Foxconn's $3.5 billion bet to keep up with Apple
Apple Inc (AAPL),2016-03-30,Fiat Chrysler talking with many non-core auto players: CEO
Apple Inc (AAPL),2016-03-30,Senator Wyden pledges to fight limits on encryption
Apple Inc (AAPL),2016-03-30,FBI's secret method of unlocking iPhone may never reach Apple
Apple Inc (AAPL),2016-03-30,Wall Street plows higher as anxiety falls to seven-month low
Apple Inc (AAPL),2016-03-30,Yahoo to allow proxy access for board nominations
Apple Inc (AAPL),2016-03-30,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.47%
Apple Inc (AAPL),2016-03-30,After iPhone unlocking  Americans should still expect privacy: White House
Apple Inc (AAPL),2016-03-30,Microsoft's Windows 10 reaches 270 million users  no mobile numbers
Apple Inc (AAPL),2016-03-30,Apple  Google routinely asked to help government access devices: ACLU
Apple Inc (AAPL),2016-03-30,With Galaxy S7  Samsung seen rediscovering its mobile mojo
Apple Inc (AAPL),2016-03-30,Foxconn agrees to buy Sharp after slashing original offer
Apple Inc (AAPL),2016-03-29,Music streaming company Spotify raises $1 billion in convertible debt
Apple Inc (AAPL),2016-03-29,U.S. stocks soar  as Yellen boosts markets with dovish policy stance
Apple Inc (AAPL),2016-03-29,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.56%
Apple Inc (AAPL),2016-03-29,Apple's encryption battle with United States still alive in Brooklyn
Apple Inc (AAPL),2016-03-29,Spanish court says to try alleged Islamists  renews request for US help
Apple Inc (AAPL),2016-03-29,Wall Street shows cautious trade ahead of Yellen; oil slumps
Apple Inc (AAPL),2016-03-29,Global majority backs a ban on 'dark net ' poll says
Apple Inc (AAPL),2016-03-28,North Carolina transgender bathroom law faces federal court test
Apple Inc (AAPL),2016-03-28,U.S. government drops legal action against Apple in San Bernardino case
Apple Inc (AAPL),2016-03-28,Pandora Media's founder returns as CEO; shares fall
Apple Inc (AAPL),2016-03-26,Apple shares are one reason hedge funds lag mutual funds in 2016
Apple Inc (AAPL),2016-03-25,Sharp  Foxconn to sign deal next week: media
Apple Inc (AAPL),2016-03-25,U.S. attempt to unlock San Bernardino iPhone could impact N.Y. case: Apple
Apple Inc (AAPL),2016-03-25,Trump's investment funds lose money  billionaire unfazed
Apple Inc (AAPL),2016-03-24,Brazilian turbulence may offer value for careful stockpickers
Apple Inc (AAPL),2016-03-23,Apple Pay coming to mobile websites later this year: Re/code
Apple Inc (AAPL),2016-03-23,Israeli firm helping FBI to open encrypted iPhone: report 
Apple Inc (AAPL),2016-03-23,Google's Android Pay to launch in UK in few months
Apple Inc (AAPL),2016-03-22,Google's cloud business nabs Home Depot as client
Apple Inc (AAPL),2016-03-22,Wall St. down but pares losses after Brussels blasts
Apple Inc (AAPL),2016-03-22,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.23%
Apple Inc (AAPL),2016-03-22,The next big thing in phones may not be a phone
Apple Inc (AAPL),2016-03-22,Poll: Apple's privacy fight does not win extra points for security
Apple Inc (AAPL),2016-03-22,U.S. stocks take a pause after Brussels attacks and contradictory data
Apple Inc (AAPL),2016-03-22,Apple bets new 4-inch iPhone to draw big-screen converts in China  India
Apple Inc (AAPL),2016-03-22,U.S. says it may not need Apple to open San Bernardino iPhone
Apple Inc (AAPL),2016-03-21,Senate proposal on encryption gives judges broad powers
Apple Inc (AAPL),2016-04-02,Foxconn seals $3.5 billion takeover of Sharp as executives seek to shake off doubts
Apple Inc (AAPL),2016-04-02,FBI assures it will help authorities unlock devices when allowed by law
Apple Inc (AAPL),2016-04-01,Tech giants back EPA in climate rule legal challenge
Apple Inc (AAPL),2016-04-01,Reddit change sparks concerns about U.S. government spying
Apple Inc (AAPL),2016-04-01,Energous charges up for more wireless licensing deals
Apple Inc (AAPL),2016-04-01,Broad base can support extension of S&P 500 rally
Apple Inc (AAPL),2016-04-01,BlackBerry revenue drops more than expected  shares fall 8 percent
Apple Inc (AAPL),2016-04-01,Tesla unveils $35 000-Model 3 with range of 215 miles
Apple Inc (AAPL),2016-03-31,Tesla fans camp out  form long lines to sign up for new Model 3
Apple Inc (AAPL),2016-03-31,Third Point  Jana gain in March  Greenlight Capital flat
Apple Inc (AAPL),2016-03-21,U.S. top court agrees to hear Samsung-Apple patent fight
Apple Inc (AAPL),2016-03-21,Wall St. ends flat as recent rally spurs caution
Apple Inc (AAPL),2016-03-21,Apple unveils smaller  cheaper iPhone SE aimed at mid-market
Apple Inc (AAPL),2016-03-21,Wall Street trades flat amidst Fed remarks and volatile oil
Apple Inc (AAPL),2016-03-21,Apple 'privacy czars' grapple with internal conflicts over user data
Apple Inc (AAPL),2016-03-21,Top 5 things to watch today 
Apple Inc (AAPL),2016-03-21,U.S. futures register slight gains with the Fed and oil in the spotlight
Apple Inc (AAPL),2016-03-21,Top 5 Things to Know In the Market on Monday
Apple Inc (AAPL),2016-03-21,U.S. to offer China’s ZTE 'temporary relief' on export curbs: official
Apple Inc (AAPL),2016-03-20,Brazil's Agnelli  who turned Vale into top miner  dies in crash
Apple Inc (AAPL),2016-03-16,EU regulators want more info on Apple's Irish tax deal
Apple Inc (AAPL),2016-03-16,Foxconn seeking guidance on Sharp fourth-quarter  deal may not come this week: source
Apple Inc (AAPL),2016-03-16,Shares in Asia mixed with Fed in focus  Shanghai up on Li comments
Apple Inc (AAPL),2016-03-15,Apple: U.S. founders would be 'appalled' by DOJ iPhone request
Apple Inc (AAPL),2016-03-15,Roadshow begins for new EU-U.S. data transfer pact
Apple Inc (AAPL),2016-03-15,U.S. stocks mixed in cautious trade  ahead of Fed rate decision
Apple Inc (AAPL),2016-03-15,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.13%
Apple Inc (AAPL),2016-03-15,Health  materials shares drag on Wall St. in lull before Fed news 
Apple Inc (AAPL),2016-03-15,China consumer day show targets fake online sales  food delivery
Apple Inc (AAPL),2016-03-14,Apple fight could escalate with demand for 'source code'
Apple Inc (AAPL),2016-03-18,U.S. prosecutors  Apple to bring witnesses to hearing on locked iPhone
Apple Inc (AAPL),2016-03-18,SEC says Amazon should allow shareholder vote on gender pay 
Apple Inc (AAPL),2016-03-17,German court ruling threatens Apple's video services
Apple Inc (AAPL),2016-03-17,Worldwide wearable device shipments to jump 38 pct in 2016 - IDC
Apple Inc (AAPL),2016-03-17,Swiss watchmakers change tack to embrace smartwatches
Apple Inc (AAPL),2016-03-17,Slowing iPhone growth spurs deeper cuts at UK's Imagination
Apple Inc (AAPL),2016-03-17,StanChart PE arm  Goldman invest $28 million in Vietnam fintech startup
Apple Inc (AAPL),2016-03-16,Pennsylvania man to plead guilty to hacking celebrities' email  iCloud accounts
Apple Inc (AAPL),2016-03-16,Nike fitness app  new products get more personal
Apple Inc (AAPL),2016-03-16,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.43%
Apple Inc (AAPL),2016-03-14,Smartphones not so smart with urgent medical questions
Apple Inc (AAPL),2016-03-14,Apple  McDonald's  Google and IKEA to face EU lawmakers over tax deals
Apple Inc (AAPL),2016-03-11,Aiming to sidestep Apple dispute  Obama makes case for access to device data
Apple Inc (AAPL),2016-03-11,U.S. to send attachés to foreign markets to boost digital trade
Apple Inc (AAPL),2016-03-11,Skype co-founder launches ultra-private messaging  with video
Apple Inc (AAPL),2016-03-10,Apple 'raised technological barriers' to stop warrant in iPhone case: U.S. government
Apple Inc (AAPL),2016-03-10,Bridgewater continues management transition with Rubinstein co-CEO hire
Apple Inc (AAPL),2016-03-10,U.S. communications agency unveils Internet privacy proposal
Apple Inc (AAPL),2016-03-10,Obama will not address Apple dispute in Texas remarks: official
Apple Inc (AAPL),2016-03-10,Apple sets March 21 event  Wall Street sees new  smaller iPhone
Apple Inc (AAPL),2016-03-10,U.S.  EU officials downplay risk of 'tax war' 
Apple Inc (AAPL),2016-03-10,Invest and chill: Why millennials are such cool investors
Apple Inc (AAPL),2016-03-10,Opera becomes first big browser maker with built-in ad-blocker
Apple Inc (AAPL),2016-03-10,U.S. millennials in college defy money stereotypes: study
Apple Inc (AAPL),2016-03-09,Senators close to finishing encryption penalties legislation: sources
Apple Inc (AAPL),2016-03-09,Signs of life for Apple's stock as Wall St. eyes new iPhone
Apple Inc (AAPL),2016-03-08,China's ZTE says suppliers need to apply for U.S. export license
Apple Inc (AAPL),2016-03-08,Samsung Elec to launch phone upgrade scheme in South Korea
Apple Inc (AAPL),2016-03-08,iHeartMedia hires Moelis to tackle debt burden - sources
Apple Inc (AAPL),2016-03-07,China says 'resolutely opposed' to U.S. export restrictions on ZTE 
Apple Inc (AAPL),2016-03-07,Justice Department asks judge to revisit NY iPhone case
Apple Inc (AAPL),2016-03-07,Justice Department asks judge to revisit NY iPhone case
Apple Inc (AAPL),2016-03-07,U.S. curbs China's ZTE exports over Iran business allegations
Apple Inc (AAPL),2016-03-07,Mac ransomware caught before large number of computers infected
Apple Inc (AAPL),2016-03-07,Supreme Court rejects Apple e-books price-fixing appeal
Apple Inc (AAPL),2016-03-07,German regulator well suited to investigate Facebook: EU's Vestager
Apple Inc (AAPL),2016-03-05,Amazon to restore encryption to Fire tablets after complaints
Apple Inc (AAPL),2016-03-05,Apple case exposes ongoing government rift over encryption policy
Apple Inc (AAPL),2016-03-04,Police say criminals like Apple iPhones because of encryption
Apple Inc (AAPL),2016-03-04,U.S. stocks hit 2-month high  as strong job gains ease recession fears
Apple Inc (AAPL),2016-03-04,Wall Street pulls off a rare four-day winning streak
Apple Inc (AAPL),2016-03-04,U.S. tech companies unite behind Apple ahead of iPhone encryption ruling
Apple Inc (AAPL),2016-03-04,Exclusive: At 100  BMW sees radical new future in world of driverless cars
Apple Inc (AAPL),2016-03-03,Apple supplier Broadcom to slash 1 900 jobs globally
Apple Inc (AAPL),2016-03-03,Amazon launches two Alexa digital assistant-based gadgets
Apple Inc (AAPL),2016-03-03,Google's self-driving car team beefs up auto experience
Apple Inc (AAPL),2016-03-03,Apple's new San Francisco office could be a tool in tech talent wars       
Apple Inc (AAPL),2016-03-02,Adidas nominates major investors to board
Apple Inc (AAPL),2016-03-02,Privacy groups urge U.S. judge to support Apple in iPhone case
Apple Inc (AAPL),2016-03-02,Facebook executive released from jail in Brazil
Apple Inc (AAPL),2016-03-02,Apple should not try making a car on its own  Marchionne says
Apple Inc (AAPL),2016-03-02,Apple lawyer  FBI director face off in Congress on iPhone encryption
Apple Inc (AAPL),2016-03-01,Pentagon needs data security  strong encryption: U.S. defense chief
Apple Inc (AAPL),2016-03-01,Facebook executive jailed in Brazil as court seeks WhatsApp data
Apple Inc (AAPL),2016-03-01,Wall Street's big short: President Donald J. Trump
Apple Inc (AAPL),2016-03-01,Banks and tech fuel robust gains on Wall Street
Apple Inc (AAPL),2016-03-01,Britain floats revised bill for broad surveillance powers
Apple Inc (AAPL),2016-02-29,N.Y. judge backs Apple in encryption fight with government
Apple Inc (AAPL),2016-02-29,Judicial panel members consider legal brief in Apple case: sources
Apple Inc (AAPL),2016-02-29,Red faces  raised voices over late hitch in Foxconn's Sharp deal 
Apple Inc (AAPL),2016-02-29,Unlocking iPhone would leave millions exposed  Apple to tell Congress
Apple Inc (AAPL),2016-02-29,Buffett says owning IBM shares could prove a mistake: CNBC
Apple Inc (AAPL),2016-02-28,New Year hangover: Strains show in China's factory heartland
Apple Inc (AAPL),2016-02-26,Apple CEO Tim Cook commits to annual dividend raise
Apple Inc (AAPL),2016-02-26,Samsung wins appeal in patent dispute with Apple
Apple Inc (AAPL),2016-02-26,Apple encryption stand highlights mobile operators' dilemma
Apple Inc (AAPL),2016-02-26,Foxconn says in talks with Sharp over deal hitch; hopes for agreement
Apple Inc (AAPL),2016-02-25,Germans talk tough  fete Facebook's Zuckerberg
Apple Inc (AAPL),2016-02-25,Apple calls FBI iPhone request 'unprecedented' in court filing
Apple Inc (AAPL),2016-02-25,FBI director  Apple general counsel to testify March 1: House panel
Apple Inc (AAPL),2016-02-25,Apple unlocking case not 'trailblazer' for precedent: FBI chief
Apple Inc (AAPL),2016-02-25,Foxconn deal for Japan's Sharp in doubt after last-minute hitch
Apple Inc (AAPL),2016-02-25,Foxconn to delay signing of Sharp takeover deal  says to clarify terms
Apple Inc (AAPL),2016-02-24,Apple CEO: Unlocking San Bernardino iPhone would be 'bad for America'
Apple Inc (AAPL),2016-02-24,Apple working on measures to make it harder for government to hack iPhones: NYT
Apple Inc (AAPL),2016-02-24,Justice Department  Silicon Valley discuss online extremism
Apple Inc (AAPL),2016-02-24,Verizon supports 'strong encryption with no backdoors': CEO
Apple Inc (AAPL),2016-02-24,Bulls chalk one up after late-day surge on Wall St.
Apple Inc (AAPL),2016-02-24,China's Xiaomi debuts ceramic-body Mi 5 flagship smartphone
Apple Inc (AAPL),2016-02-24,Solid support for Apple in iPhone encryption fight: poll
Apple Inc (AAPL),2016-02-23,Thousands of apps running Baidu code collect  leak personal data: research
Apple Inc (AAPL),2016-02-23,Prosecutors help organize victims' brigade in Apple battle
Apple Inc (AAPL),2016-02-23,Telegram app free-speech advocate no stranger to Apple-FBI woes
Apple Inc (AAPL),2016-02-23,Lenovo aims at mature markets with new 'augmented reality' phone
Apple Inc (AAPL),2016-02-23,U.S. sought data from 15 Apple iPhones in last four months 
Apple Inc (AAPL),2016-02-23,Foreign business fears further curbs with China's online rules
Apple Inc (AAPL),2016-02-23,U.S. government  Apple take encryption case to court of public opinion
Apple Inc (AAPL),2016-02-22,Fitbit's weak profit forecast clouds healthy holiday beat
Apple Inc (AAPL),2016-02-22,Fitbit shares plunge 13%  amid concerns with smartwatch launch
Apple Inc (AAPL),2016-02-22,IBM inks deal with VMWare  tries to bolster cloud credentials 
Apple Inc (AAPL),2016-02-22,Samsung  LG unveil new devices in bid for smartphone recovery
Apple Inc (AAPL),2016-02-21,Exclusive: San Bernardino victims to oppose Apple on iPhone encryption
Apple Inc (AAPL),2016-02-21,LG Electronics unwraps first G5 modular smartphone
Apple Inc (AAPL),2016-02-20,Clinton beats back strong challenge from Sanders in Nevada caucuses
Apple Inc (AAPL),2016-02-20,Trump calls for boycott until Apple unlocks shooter's phone
Apple Inc (AAPL),2016-02-20,Japan's Sharp to vote on rival takeover bids on Thursday: sources
Apple Inc (AAPL),2016-02-20,U.S.  Apple ratchet up rhetoric in fight over encryption
Apple Inc (AAPL),2016-02-19,Exclusive: Common mobile software could have opened San Bernardino shooter's iPhone
Apple Inc (AAPL),2016-02-19,China's Xiaomi to use smartphone chips designed in-house - source 
Apple Inc (AAPL),2016-02-19,Apple likely to invoke free-speech rights in encryption fight
Apple Inc (AAPL),2016-02-18,Key U.S. lawmaker suggests openness to encryption legislation after Apple order
Apple Inc (AAPL),2016-02-18,Top New York law officials call Apple's encryption stance irresponsible
Apple Inc (AAPL),2016-02-18,FCC approves proposal to boost TV set-top box competition
Apple Inc (AAPL),2016-02-18,Apple Pay takes on China's internet kings in mobile payments
Apple Inc (AAPL),2016-02-17,Privacy versus security at heart of Apple phone decrypt order
Apple Inc (AAPL),2016-02-17,Obama says upgrading U.S. cybersecurity is complex  long-term job
Apple Inc (AAPL),2016-02-17,Apple issues $1.5 billion in green bonds in first sale
Apple Inc (AAPL),2016-02-17,U.S. appeals court upholds Apple e-book settlement
Apple Inc (AAPL),2016-02-17,Apple Pay Set to Launch in China with 19 Bank Partners and China UnionPay
Apple Inc (AAPL),2016-02-17,Apple CEO opposes court order to help FBI unlock iPhone
Apple Inc (AAPL),2016-02-16,Apple ordered to aid FBI in unlocking California shooter's phone
Apple Inc (AAPL),2016-02-16,Apple ordered to aid FBI in breach of San Bernardino shooter's phone
Apple Inc (AAPL),2016-02-16,Apple Pay to go live in China on Feb 18
Apple Inc (AAPL),2016-02-12,Apple to launch new iPhone  iPad in March: 9to5mac
Apple Inc (AAPL),2016-02-11,Google self-driving car effort expands hiring  posts manufacturing jobs
Apple Inc (AAPL),2016-02-11,Twitter disappoints investors as user growth hits wall
Apple Inc (AAPL),2016-02-11,U.S. demands EU reconsiders tax probes of its companies
Apple Inc (AAPL),2016-02-11,UK's far-reaching surveillance plans need to change: lawmakers
Apple Inc (AAPL),2016-02-10,Twitter disappoints investors as user growth hits wall
Apple Inc (AAPL),2016-02-10,TSMC will be sole supplier of processors for next iPhones - Electronic Times
Apple Inc (AAPL),2016-02-10,Top Amazon executive to take two-year post with Italian prime minister
Apple Inc (AAPL),2016-02-09,More pain possible for Fitbit shareholders as lockup expires
Apple Inc (AAPL),2016-02-08,Tech stocks extend losses  valuations dented
Apple Inc (AAPL),2016-02-05,BlackBerry cuts 200 jobs in Ontario and Florida to trim costs
Apple Inc (AAPL),2016-02-05,Twitter suspends over 125 000 accounts for 'promoting terrorist acts'
Apple Inc (AAPL),2016-02-05,Foxconn says agreed with Sharp on most points of a takeover deal
Apple Inc (AAPL),2016-02-05,Microsoft recalls 2.3 million power cords sold with Surface Pro tablets
Apple Inc (AAPL),2016-02-04,Foxconn CEO meeting with Sharp execs on Friday; Sharp shares soar
Apple Inc (AAPL),2016-02-04,Sharp chooses Foxconn as preferred bidder over Japan fund: sources
Apple Inc (AAPL),2016-02-03,Apple ordered to pay $625 million in patent dispute with VirnetX
Apple Inc (AAPL),2016-02-02,Wall Street slides with Exxon  oil; Chipotle dips after close
Apple Inc (AAPL),2016-02-02,U.S. stocks fall sharply  as major sell-off in energy  financials weigh
Apple Inc (AAPL),2016-02-02,Lufthansa  Iberia defeat U.S. passenger appeals over flight delays
Apple Inc (AAPL),2016-02-02,Alphabet overtakes Apple in market value - for now
Apple Inc (AAPL),2016-02-02,Wall Street points to lower open; Dow futures down 120 points
Apple Inc (AAPL),2016-02-01,Alphabet profit sends shares up; overtakes Apple in value
Apple Inc (AAPL),2016-02-01,Wall Street cuts losses to close flat; Alphabet jumps after hours
Apple Inc (AAPL),2016-02-01,OPPO  Vivo snap at Apple's heels in China mobile market
Apple Inc (AAPL),2016-02-01,Wall Street points to lower open ahead of Alphabet earnings
Apple Inc (AAPL),2016-02-01,Alphabet to give first peek at cost of 'moonshot' bets
Apple Inc (AAPL),2016-02-01,Top 5 Things to Know In the Market on Monday
Apple Inc (AAPL),2016-02-01,Nokia patent sales forecast falls short after Samsung deal
Apple Inc (AAPL),2016-01-30,Nokia-Samsung patent verdict expected within days
Apple Inc (AAPL),2016-01-29,U.S. corporations to report best and worst of times
Apple Inc (AAPL),2016-01-29,Apple building secret team to work on virtual reality: FT
Apple Inc (AAPL),2016-01-29,Japan fund undecided on Sharp; Foxconn reportedly ups offer
Apple Inc (AAPL),2016-01-29,Sony says bracing for smartphone slowdown after sensor sales dip
Apple Inc (AAPL),2016-01-28,Alphabet changes results format to separate Google  other bets
Apple Inc (AAPL),2016-01-28,Wells Fargo  BofA look to integrate Apple Pay into ATMs: TechCrunch
Apple Inc (AAPL),2016-01-28,Facebook shares jump 15.5 percent after strong results
Apple Inc (AAPL),2016-01-28,Apple to voluntarily recall some AC wall plug adaptors
Apple Inc (AAPL),2016-01-28,Asia stocks produce tentative gains on Fed's 'dovish tilt'
Apple Inc (AAPL),2016-01-27,Samsung Elec warns of difficult 2016 as smartphone troubles spread
Apple Inc (AAPL),2016-01-27,Investor calls on Yahoo  Viacom to take on 'Buffett-like' partners
Apple Inc (AAPL),2016-01-27,Google asks court for OK to press for sanctions against Oracle
Apple Inc (AAPL),2016-01-27,Facebook shares soar as mobile drives big jump in ad sales
Apple Inc (AAPL),2016-01-27,Qualcomm forecasts second-quarter profit below estimates
Apple Inc (AAPL),2016-01-27,U.S. stocks lower  as Dow falls 223 points after Fed holds rates steady
Apple Inc (AAPL),2016-01-27,Apple shares fall most in two years in wake of earnings report
Apple Inc (AAPL),2016-01-27,Apple's Safari browser crashing for some users worldwide: The Verge
Apple Inc (AAPL),2016-01-27,Global stocks  oil slide ahed of Fed 
Apple Inc (AAPL),2016-01-27,China smartphone glory days are over as Apple  Xiaomi face tough times
Apple Inc (AAPL),2016-01-27,Top 5 Things to Know In the Market on Wednesday
Apple Inc (AAPL),2016-01-27,Global stocks  dollar struggle ahead of Fed as oil falters
Apple Inc (AAPL),2016-01-27,Wall Street points to lower open ahead of Fed; Apple -3% after earnings
Apple Inc (AAPL),2016-01-26,Apple sees first sales dip in more than a decade as super-growth era falters
Apple Inc (AAPL),2016-01-26,U.S. stocks move broadly higher with Apple earnings on tap 
Apple Inc (AAPL),2016-01-26,Facebook's price-earnings ratio near record low ahead of fourth-quarter report
Apple Inc (AAPL),2016-01-26,China's fickle fake stores cool on Apple: for now
Apple Inc (AAPL),2016-01-26,Apple plans to offer subscription content through News app
Apple Inc (AAPL),2016-01-26,Apple set for slowest ever iPhone sales growth
Apple Inc (AAPL),2016-01-26,Amazon Payments' transaction volume surged in 2015
Apple Inc (AAPL),2016-01-26,Top 5 things to watch today 
Apple Inc (AAPL),2016-01-26,U.S. stock futures reverse losses as oil turns higher
Apple Inc (AAPL),2016-01-26,Top 5 Things to Know In the Market on Tuesday
Apple Inc (AAPL),2016-01-26,Wall Street points to lower open; Oil  China  Apple earnings in focus
Apple Inc (AAPL),2016-01-26,LG Elec quarterly profit jumps on robust sales for TVs  appliances 
Apple Inc (AAPL),2016-01-25,Shares in Asia gain as easier monetary policy hopes lift sentiment
Apple Inc (AAPL),2016-01-23,Google to pay $185 million UK back taxes  critics want more
Apple Inc (AAPL),2016-01-23,Investors look to Fed  earnings for direction next week
Apple Inc (AAPL),2016-01-22,Apple's Zadesky  head of electric car project  to leave company: WSJ
Apple Inc (AAPL),2016-01-22,U.S. cap first positive week of 2016 as crude rally bolsters Dow  NASDAQ
Apple Inc (AAPL),2016-01-22,Wall Street rally stamps exclamation point on volatile week
Apple Inc (AAPL),2016-01-22,Court filing offers rare peek at finances of Android
Apple Inc (AAPL),2016-01-22,Fewer orders at Apple suppliers could signal first iPhone sales decline  
Apple Inc (AAPL),2016-01-22,Texts  Internet  social networks are 'gift of God' if used wisely: Pope Francis
Apple Inc (AAPL),2016-01-21,Digital music service iHeartRadio reaches 80 million registered users
Apple Inc (AAPL),2016-01-21,Japan Inc may win Sharp battle  but lose the LCD war
Apple Inc (AAPL),2016-01-20,U.S. lawmakers delay bill on European data privacy deal
Apple Inc (AAPL),2016-01-20,UberEATS standalone app to come to U.S. in coming weeks
Apple Inc (AAPL),2016-01-15,Growth funds dumping Apple stock as iPhone sales seen sagging; value-managers moving in
Apple Inc (AAPL),2016-01-15,Apple supplier TSMC raises capex at least 10 percent partly on smartphone growth
Apple Inc (AAPL),2016-01-15,China's Xiaomi misses 2015 handset shipment target as competition bites
Apple Inc (AAPL),2016-01-14,Shares in Analog Devices fall 2% after semiconductor lowers guidance
Apple Inc (AAPL),2016-01-14,EU privacy regulators to meet February 2 on EU-U.S. data transfers
Apple Inc (AAPL),2016-01-14,Samsung Electronics to produce new Qualcomm chips in blow to TSMC
Apple Inc (AAPL),2016-01-13,Slowing auto market puts GM and Ford to the test
Apple Inc (AAPL),2016-01-13,Investor Carl Icahn discloses 4.66% stake in Gannett Media
Apple Inc (AAPL),2016-01-12,Energy  biotech help lift Wall St. to second day of gains 
Apple Inc (AAPL),2016-01-11,Amazon to launch portable version of Echo speaker - WSJ
Apple Inc (AAPL),2016-01-11,Dialog expects 2016 sales growth to slow on soft smartphone market
Apple Inc (AAPL),2016-01-11,Five things the U.S. stock market is worried about after last week's rout
Apple Inc (AAPL),2016-01-10,'The Revenant' and 'The Martian' big Golden Globe winners
Apple Inc (AAPL),2016-01-08,"Apple registers automobile domain names  including ""apple.car"""
Apple Inc (AAPL),2016-01-08,Wall Street has worst start to year ever
Apple Inc (AAPL),2016-01-08,U.S. stocks cap worst opening week in 25 years with dismal final hour
Apple Inc (AAPL),2016-01-08,U.S. to form new task force to fight online militant propaganda
Apple Inc (AAPL),2016-01-08,Exclusive: NFL to live-stream all London games  in talks with Apple  Google 
Apple Inc (AAPL),2016-01-08,Wall Street analysts lower Apple price targets
Apple Inc (AAPL),2016-01-08,Global stocks  oil stabilize after new year nightmare
Apple Inc (AAPL),2016-01-08,Major Apple supplier Hon Hai of Taiwan saw December sales slump 20 percent
Apple Inc (AAPL),2016-01-07,Samsung Elec fourth quarter guidance underscores tech sector headwinds
Apple Inc (AAPL),2016-01-07,Dow  S&P off to worst four-day Jan start ever as China fears grow
Apple Inc (AAPL),2016-01-07,Tech executives  U.S. officials to confer on militants' social media use
Apple Inc (AAPL),2016-01-07,Analysts hold high hopes for Apple even as stock dives
